docid,lang
test8371,ar
test8372,ru
test8373,fa
test8374,es
test8375,en
test8376,hi
test8377,de
test8378,ru
test8379,unk
test8380,ar
test8381,es
test8382,es
test8383,ur
test8384,de
test8385,en
test8386,en
test8387,it
test8388,unk
test8389,ja
test8390,nl
test8391,fr
test8392,es
test8393,en
test8394,en
test8395,nl
test8396,unk
test8397,es
test8398,de
test8399,ja
test8400,es
test8401,nl
test8402,de
test8403,ru
test8404,fa
test8405,ne
test8406,hi
test8407,it
test8408,de
test8409,fa
test8410,bg
test8411,fr
test8412,mr
test8413,nl
test8414,unk
test8415,hi
test8416,ja
test8417,mr
test8418,es
test8419,en
test8420,unk
test8421,mr
test8422,ne
test8423,unk
test8424,unk
test8425,unk
test8426,ru
test8427,es
test8428,unk
test8429,en
test8430,unk
test8431,unk
test8432,unk
test8433,unk
test8434,en
test8435,hi
test8436,uk
test8437,ur
test8438,zh
test8439,uk
test8440,ar
test8441,fr
test8442,ne
test8443,es
test8444,en
test8445,de
test8446,en
test8447,th
test8448,en
test8449,de
test8450,fa
test8451,fa
test8452,fr
test8453,it
test8454,bg
test8455,fr
test8456,zh
test8457,de
test8458,es
test8459,nl
test8460,fr
test8461,unk
test8462,en
test8463,he
test8464,fr
test8465,fa
test8466,unk
test8467,unk
test8468,de
test8469,unk
test8470,hi
test8471,bg
test8472,it
test8473,de
test8474,es
test8475,mr
test8476,unk
test8477,ja
test8478,fr
test8479,unk
test8480,en
test8481,bg
test8482,nl
test8483,ru
test8484,it
test8485,en
test8486,ar
test8487,es
test8488,fa
test8489,bg
test8490,ru
test8491,es
test8492,de
test8493,en
test8494,nl
test8495,unk
test8496,nl
test8497,de
test8498,fa
test8499,ja
test8500,es
test8501,it
test8502,de
test8503,unk
test8504,nl
test8505,es
test8506,en
test8507,uk
test8508,de
test8509,en
test8510,ru
test8511,nl
test8512,nl
test8513,hi
test8514,en
test8515,unk
test8516,es
test8517,bg
test8518,it
test8519,hi
test8520,th
test8521,nl
test8522,nl
test8523,ru
test8524,de
test8525,de
test8526,en
test8527,en
test8528,es
test8529,ru
test8530,unk
test8531,ur
test8532,ar
test8533,nl
test8534,nl
test8535,mr
test8536,unk
test8537,unk
test8538,en
test8539,ne
test8540,es
test8541,de
test8542,unk
test8543,ur
test8544,ne
test8545,en
test8546,th
test8547,en
test8548,unk
test8549,ja
test8550,uk
test8551,unk
test8552,nl
test8553,en
test8554,es
test8555,fa
test8556,ne
test8557,ja
test8558,ru
test8559,ru
test8560,nl
test8561,en
test8562,ur
test8563,unk
test8564,en
test8565,fr
test8566,ne
test8567,unk
test8568,bg
test8569,fr
test8570,ru
test8571,fa
test8572,ru
test8573,ko
test8574,en
test8575,hi
test8576,it
test8577,en
test8578,mr
test8579,bg
test8580,ru
test8581,nl
test8582,unk
test8583,fa
test8584,hi
test8585,fr
test8586,ko
test8587,unk
test8588,ru
test8589,unk
test8590,fa
test8591,hi
test8592,en
test8593,unk
test8594,uk
test8595,ar
test8596,unk
test8597,en
test8598,unk
test8599,unk
test8600,unk
test8601,unk
test8602,en
test8603,unk
test8604,es
test8605,es
test8606,de
test8607,hi
test8608,fr
test8609,en
test8610,nl
test8611,it
test8612,unk
test8613,ar
test8614,de
test8615,ar
test8616,es
test8617,en
test8618,it
test8619,ru
test8620,unk
test8621,de
test8622,ar
test8623,es
test8624,unk
test8625,bg
test8626,fr
test8627,en
test8628,ne
test8629,en
test8630,fr
test8631,it
test8632,uk
test8633,en
test8634,ja
test8635,es
test8636,fr
test8637,en
test8638,he
test8639,ja
test8640,ru
test8641,ar
test8642,fr
test8643,nl
test8644,ja
test8645,hi
test8646,ne
test8647,es
test8648,it
test8649,de
test8650,mr
test8651,en
test8652,ne
test8653,unk
test8654,unk
test8655,uk
test8656,es
test8657,ru
test8658,ru
test8659,fa
test8660,it
test8661,ja
test8662,es
test8663,ar
test8664,ja
test8665,unk
test8666,fr
test8667,unk
test8668,ko
test8669,ja
test8670,de
test8671,nl
test8672,unk
test8673,ne
test8674,fr
test8675,bg
test8676,de
test8677,unk
test8678,mr
test8679,ru
test8680,ar
test8681,ru
test8682,ja
test8683,ne
test8684,mr
test8685,bg
test8686,unk
test8687,unk
test8688,mr
test8689,it
test8690,fr
test8691,en
test8692,fa
test8693,fr
test8694,he
test8695,ru
test8696,bg
test8697,ar
test8698,unk
test8699,de
test8700,it
test8701,de
test8702,unk
test8703,es
test8704,unk
test8705,unk
test8706,it
test8707,ru
test8708,en
test8709,fr
test8710,fr
test8711,es
test8712,bg
test8713,en
test8714,uk
test8715,es
test8716,fa
test8717,es
test8718,unk
test8719,bg
test8720,uk
test8721,de
test8722,ja
test8723,ur
test8724,es
test8725,it
test8726,unk
test8727,ne
test8728,ar
test8729,unk
test8730,unk
test8731,en
test8732,uk
test8733,en
test8734,it
test8735,unk
test8736,en
test8737,unk
test8738,es
test8739,unk
test8740,bg
test8741,bg
test8742,unk
test8743,es
test8744,es
test8745,fa
test8746,es
test8747,nl
test8748,unk
test8749,es
test8750,ko
test8751,en
test8752,fa
test8753,en
test8754,nl
test8755,de
test8756,zh
test8757,es
test8758,nl
test8759,ja
test8760,it
test8761,en
test8762,bg
test8763,it
test8764,ar
test8765,ur
test8766,unk
test8767,unk
test8768,mr
test8769,unk
test8770,fr
test8771,en
test8772,nl
test8773,en
test8774,ja
test8775,en
test8776,de
test8777,en
test8778,en
test8779,bg
test8780,ru
test8781,bg
test8782,ru
test8783,unk
test8784,de
test8785,en
test8786,fa
test8787,unk
test8788,nl
test8789,en
test8790,fa
test8791,fa
test8792,unk
test8793,it
test8794,fr
test8795,ru
test8796,ru
test8797,it
test8798,ru
test8799,fa
test8800,ko
test8801,ru
test8802,de
test8803,bg
test8804,en
test8805,en
test8806,bg
test8807,en
test8808,fr
test8809,en
test8810,it
test8811,it
test8812,bg
test8813,it
test8814,bg
test8815,fa
test8816,he
test8817,fr
test8818,unk
test8819,bg
test8820,unk
test8821,ja
test8822,ru
test8823,fr
test8824,de
test8825,bg
test8826,hi
test8827,nl
test8828,mr
test8829,de
test8830,ru
test8831,es
test8832,unk
test8833,es
test8834,fr
test8835,en
test8836,fr
test8837,ru
test8838,fr
test8839,ne
test8840,fr
test8841,it
test8842,ru
test8843,fr
test8844,ja
test8845,it
test8846,unk
test8847,es
test8848,it
test8849,en
test8850,fa
test8851,unk
test8852,nl
test8853,mr
test8854,ja
test8855,nl
test8856,mr
test8857,ar
test8858,de
test8859,ru
test8860,fa
test8861,unk
test8862,es
test8863,en
test8864,ru
test8865,mr
test8866,fr
test8867,ne
test8868,fr
test8869,unk
test8870,unk
test8871,it
test8872,de
test8873,uk
test8874,unk
test8875,it
test8876,ne
test8877,ne
test8878,en
test8879,ne
test8880,nl
test8881,unk
test8882,es
test8883,en
test8884,en
test8885,fr
test8886,ar
test8887,ru
test8888,hi
test8889,fr
